Student ID,Course,School,Sex,Address Type,Final Grade,Result,Passed,Failed,Risk Score,Risk Band,Segment,Flagged At Risk,Prediction Outcome,Past Failures,Has Past Failure,Absences,Absence Band,Study Time,Wants Higher Education,Extra School Support,Going Out
522,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.2037,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,2 - Low
523,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.6696,High,D - High-risk repeaters,Yes,"False positive (flagged, passed)",2,Yes,0,None (0),2 - 2 to 5 hours,No,No,2 - Low
524,Portuguese,Gabriel Pereira,Male,Rural,15,Pass,1,0,0.3682,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,8,5-10,1 - Under 2 hours,Yes,No,5 - Very high
525,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.1315,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,3 - 5 to 10 hours,Yes,No,3 - Medium
526,Portuguese,Gabriel Pereira,Female,Rural,12,Pass,1,0,0.2189,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,2 - Low
527,Portuguese,Gabriel Pereira,Female,Urban,8,Fail,0,1,0.686,High,C - Disengaged social,Yes,True positive (correctly flagged),3,Yes,10,5-10,2 - 2 to 5 hours,No,No,5 - Very high
528,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.2576,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,8,5-10,1 - Under 2 hours,Yes,No,2 - Low
529,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1748,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,6,5-10,1 - Under 2 hours,Yes,No,3 - Medium
530,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.1724,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,4 - High
531,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.2462,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,12,More than 10,1 - Under 2 hours,Yes,No,1 - Very low
532,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.2957,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,1 - Very low
533,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.4763,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,12,More than 10,1 - Under 2 hours,Yes,No,4 - High
534,Portuguese,Gabriel Pereira,Male,Rural,11,Pass,1,0,0.201,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
535,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.0753,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,3 - 5 to 10 hours,Yes,No,3 - Medium
536,Portuguese,Gabriel Pereira,Male,Rural,10,Pass,1,0,0.3597,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,5 - Very high
537,Portuguese,Gabriel Pereira,Female,Rural,13,Pass,1,0,0.2445,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
538,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.3767,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,4 - High
539,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.2251,Moderate,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,10,5-10,3 - 5 to 10 hours,Yes,No,3 - Medium
540,Portuguese,Gabriel Pereira,Female,Rural,11,Pass,1,0,0.3083,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,8,5-10,1 - Under 2 hours,Yes,No,3 - Medium
541,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.1338,Low,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,2 - Low
542,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.5985,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",2,Yes,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
543,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.1663,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,6,5-10,1 - Under 2 hours,Yes,No,2 - Low
544,Portuguese,Gabriel Pereira,Female,Rural,9,Fail,0,1,0.5484,Elevated,B - Steady middle,Yes,True positive (correctly flagged),1,Yes,2,1-4,1 - Under 2 hours,Yes,No,5 - Very high
545,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.1854,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,6,5-10,4 - Over 10 hours,Yes,Yes,2 - Low
546,Portuguese,Gabriel Pereira,Female,Urban,9,Fail,0,1,0.2782,Moderate,C - Disengaged social,No,"False negative (missed, failed)",0,No,24,More than 10,2 - 2 to 5 hours,Yes,No,2 - Low
547,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.1708,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
548,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.2234,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,3 - Medium
549,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.0943,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,No,2 - Low
550,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.3921,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,4 - High
551,Portuguese,Gabriel Pereira,Male,Urban,6,Fail,0,1,0.3218,Moderate,B - Steady middle,No,"False negative (missed, failed)",0,No,22,More than 10,1 - Under 2 hours,Yes,No,5 - Very high
552,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.1512,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
553,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.3662,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,No,No,2 - Low
554,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.4213,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",1,Yes,2,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
555,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.2054,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,2 - Low
556,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.2598,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,4 - High
557,Portuguese,Gabriel Pereira,Male,Urban,8,Fail,0,1,0.4147,Elevated,A - Supported achievers,No,"False negative (missed, failed)",0,No,16,More than 10,1 - Under 2 hours,No,No,2 - Low
558,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.4003,Elevated,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,5 - Very high
559,Portuguese,Gabriel Pereira,Male,Urban,0,Fail,0,1,0.6768,High,C - Disengaged social,Yes,True positive (correctly flagged),2,Yes,0,None (0),1 - Under 2 hours,No,No,5 - Very high
560,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.5582,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",1,Yes,6,5-10,1 - Under 2 hours,Yes,No,4 - High
561,Portuguese,Gabriel Pereira,Female,Rural,13,Pass,1,0,0.2726,Moderate,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,No,1 - Very low
562,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.4363,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,6,5-10,1 - Under 2 hours,No,No,4 - High
563,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.2361,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,Yes,1 - Very low
564,Portuguese,Gabriel Pereira,Male,Rural,8,Fail,0,1,0.2216,Moderate,A - Supported achievers,No,"False negative (missed, failed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,4 - High
565,Portuguese,Gabriel Pereira,Male,Rural,10,Pass,1,0,0.6094,High,C - Disengaged social,Yes,"False positive (flagged, passed)",3,Yes,14,More than 10,1 - Under 2 hours,Yes,No,2 - Low
566,Portuguese,Gabriel Pereira,Female,Rural,11,Pass,1,0,0.5928,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",3,Yes,6,5-10,1 - Under 2 hours,Yes,No,5 - Very high
567,Portuguese,Gabriel Pereira,Male,Rural,11,Pass,1,0,0.2096,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,2 - Low
568,Portuguese,Gabriel Pereira,Male,Urban,1,Fail,0,1,0.5736,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),1,Yes,0,None (0),2 - 2 to 5 hours,Yes,No,5 - Very high
569,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.5815,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",2,Yes,0,None (0),1 - Under 2 hours,Yes,No,5 - Very high
570,Portuguese,Gabriel Pereira,Male,Rural,9,Fail,0,1,0.6415,High,C - Disengaged social,Yes,True positive (correctly flagged),1,Yes,8,5-10,1 - Under 2 hours,No,No,2 - Low
571,Portuguese,Gabriel Pereira,Male,Rural,8,Fail,0,1,0.5128,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),2,Yes,4,1-4,2 - 2 to 5 hours,Yes,Yes,4 - High
572,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.3095,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,4 - High
573,Portuguese,Gabriel Pereira,Male,Urban,8,Fail,0,1,0.6906,High,C - Disengaged social,Yes,True positive (correctly flagged),1,Yes,2,1-4,1 - Under 2 hours,No,No,3 - Medium
574,Portuguese,Gabriel Pereira,Male,Rural,8,Fail,0,1,0.4882,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),0,No,0,None (0),2 - 2 to 5 hours,No,No,5 - Very high
575,Portuguese,Gabriel Pereira,Male,Urban,8,Fail,0,1,0.5544,Elevated,B - Steady middle,Yes,True positive (correctly flagged),3,Yes,10,5-10,1 - Under 2 hours,No,No,2 - Low
576,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.5799,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,No,No,5 - Very high
577,Portuguese,Gabriel Pereira,Female,Urban,18,Pass,1,0,0.1902,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
578,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1491,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,5 - Very high
579,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.1539,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
580,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.5358,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",1,Yes,4,1-4,1 - Under 2 hours,Yes,No,5 - Very high
581,Portuguese,Gabriel Pereira,Male,Urban,18,Pass,1,0,0.2542,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
582,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.0989,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
583,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.2224,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,5 - Very high
584,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.1508,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,5 - Very high
585,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.1888,Low,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
586,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.1913,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
587,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.169,Low,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,4 - High
588,Portuguese,Gabriel Pereira,Male,Rural,11,Pass,1,0,0.2837,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,8,5-10,1 - Under 2 hours,Yes,No,3 - Medium
589,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.1537,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
590,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.1955,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
591,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.0881,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
592,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.206,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
593,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.467,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,32,More than 10,2 - 2 to 5 hours,Yes,No,3 - Medium
594,Portuguese,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.1867,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,8,5-10,2 - 2 to 5 hours,Yes,No,2 - Low
595,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.3478,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,4 - High
596,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.2219,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,3 - Medium
597,Portuguese,Gabriel Pereira,Male,Urban,16,Pass,1,0,0.2015,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
598,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.2209,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,10,5-10,2 - 2 to 5 hours,Yes,No,3 - Medium
599,Portuguese,Gabriel Pereira,Male,Rural,10,Pass,1,0,0.2476,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,3 - Medium
600,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1189,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,3 - Medium
601,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.1801,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
602,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.4711,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,16,More than 10,2 - 2 to 5 hours,Yes,No,4 - High
603,Portuguese,Gabriel Pereira,Male,Rural,10,Pass,1,0,0.2246,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,2 - Low
604,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.1623,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,3 - Medium
605,Portuguese,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.1604,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,8,5-10,2 - 2 to 5 hours,Yes,No,2 - Low
606,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.1966,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,3 - Medium
607,Portuguese,Gabriel Pereira,Male,Rural,12,Pass,1,0,0.3612,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,16,More than 10,1 - Under 2 hours,Yes,No,4 - High
608,Portuguese,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.5502,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",1,Yes,30,More than 10,1 - Under 2 hours,Yes,No,4 - High
609,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.089,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
610,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.1428,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,5 - Very high
611,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.1567,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,Yes,3 - Medium
612,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.2524,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
613,Portuguese,Gabriel Pereira,Female,Rural,13,Pass,1,0,0.3026,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,21,More than 10,1 - Under 2 hours,Yes,No,2 - Low
614,Portuguese,Gabriel Pereira,Female,Rural,13,Pass,1,0,0.2602,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,6,5-10,4 - Over 10 hours,Yes,No,5 - Very high
615,Portuguese,Gabriel Pereira,Female,Urban,8,Fail,0,1,0.5974,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),1,Yes,14,More than 10,3 - 5 to 10 hours,Yes,No,3 - Medium
616,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.1126,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
617,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.1161,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
618,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.2472,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,2 - Low
619,Portuguese,Gabriel Pereira,Female,Rural,12,Pass,1,0,0.1417,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,2 - Low
620,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.1172,Low,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,4,1-4,4 - Over 10 hours,Yes,No,3 - Medium
621,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.5146,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,15,More than 10,2 - 2 to 5 hours,Yes,No,5 - Very high
622,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.2164,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,4 - High
623,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.3641,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,10,5-10,2 - 2 to 5 hours,Yes,No,4 - High
624,Portuguese,Gabriel Pereira,Female,Rural,11,Pass,1,0,0.2733,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,6,5-10,1 - Under 2 hours,Yes,No,1 - Very low
625,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.1297,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,4 - High
626,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.4547,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,16,More than 10,2 - 2 to 5 hours,Yes,No,5 - Very high
627,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.2825,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,10,5-10,2 - 2 to 5 hours,Yes,No,4 - High
628,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1803,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,3 - Medium
629,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.0997,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
630,Portuguese,Gabriel Pereira,Female,Rural,11,Pass,1,0,0.239,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,5 - Very high
631,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.3184,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,12,More than 10,3 - 5 to 10 hours,Yes,No,4 - High
632,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.2363,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,1 - Very low
633,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.5976,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",3,Yes,9,5-10,2 - 2 to 5 hours,Yes,No,3 - Medium
634,Portuguese,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.0965,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,3 - 5 to 10 hours,Yes,No,2 - Low
635,Portuguese,Gabriel Pereira,Female,Rural,8,Fail,0,1,0.1823,Low,B - Steady middle,No,"False negative (missed, failed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
636,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.1481,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,4 - High
637,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.0948,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
638,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.3365,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,Yes,2 - Low
639,Portuguese,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.124,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
640,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.1518,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
641,Portuguese,Gabriel Pereira,Male,Rural,13,Pass,1,0,0.1891,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
642,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.3124,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,5 - Very high
643,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.084,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
644,Portuguese,Gabriel Pereira,Male,Urban,9,Fail,0,1,0.1554,Low,B - Steady middle,No,"False negative (missed, failed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
645,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.1429,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
646,Portuguese,Gabriel Pereira,Male,Urban,16,Pass,1,0,0.3336,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
647,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.2561,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,2 - Low
648,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.2376,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
649,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.4127,Elevated,A - Supported achievers,No,"True negative (not flagged, passed)",1,Yes,18,More than 10,2 - 2 to 5 hours,Yes,No,3 - Medium
650,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.5648,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,16,More than 10,2 - 2 to 5 hours,Yes,No,1 - Very low
651,Portuguese,Gabriel Pereira,Female,Urban,7,Fail,0,1,0.5451,Elevated,B - Steady middle,Yes,True positive (correctly flagged),1,Yes,14,More than 10,1 - Under 2 hours,No,No,1 - Very low
652,Portuguese,Gabriel Pereira,Male,Urban,8,Fail,0,1,0.5805,Elevated,D - High-risk repeaters,Yes,True positive (correctly flagged),1,Yes,26,More than 10,1 - Under 2 hours,No,No,3 - Medium
653,Portuguese,Gabriel Pereira,Male,Urban,9,Fail,0,1,0.0965,Low,A - Supported achievers,No,"False negative (missed, failed)",0,No,6,5-10,1 - Under 2 hours,Yes,No,1 - Very low
654,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.1436,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
